"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"13337149","21.2","1009","Phosphorus"
"2236558","678.0","1009","Potassium"
"2225411","0.00249","1009","Manganese"
"8518275","0.061","1009","Copper"
"2264218","","1009","Phosphorus, P"
"2235698","","1009","Magnesium, Mg"
"2268278","","1009","Magnesium, Mg"
"2222665","0.438","1009","Zinc"
"2264469","19.0","1009","Calcium"
"9635866","0.005","1009","Copper"
"2254756","","1009","Iron, Fe"
"2254135","","1009","Zinc, Zn"
"2237153","0.021","1009","Manganese"
"2264311","","1009","Iron, Fe"
"2240207","158.0","1009","Potassium"
"2204526","0.0578","1009","Copper"
"8532731","0.108","1009","Copper"
"2243732","","1009","Magnesium, Mg"
"9638462","0.282","1009","Iron"
"2230568","16.8","1009","Magnesium"
"2248300","","1009","Magnesium, Mg"
"9638683","3.27","1009","Sodium"
"2240281","0.796","1009","Iron"
"2232461","","1009","Magnesium, Mg"
"2264310","","1009","Copper, Cu"
"2244957","","1009","Potassium, K"
"8525262","12.6","1009","Calcium"
"2247932","","1009","Phosphorus, P"
"13336582","0.105","1009","Manganese"
"2234164","","1009","Manganese, Mn"
"2232862","0.0209","1009","Copper"
"2262372","50.6","1009","Potassium"
"2246175","","1009","Potassium, K"
"2248163","","1009","Potassium, K"
"2262575","0.0456","1009","Manganese"
"9636090","2.49","1009","Sodium"
"13336586","0.124","1009","Zinc"
"2239787","","1009","Magnesium, Mg"
"2270796","","1009","Phosphorus, P"
"2228972","0.099","1009","Iron"
"2242410","","1009","Sodium, Na"
"2231060","0.077","1009","Copper"
"2249799","","1009","Iron, Fe"
"2247705","","1009","Magnesium, Mg"
"2238281","","1009","Magnesium, Mg"
"2223813","0.0497","1009","Iron"
"2248046","","1009","Sodium, Na"
"2241140","","1009","Calcium, Ca"
"13338093","0.0218","1009","Manganese"
"9636427","384.0","1009","Phosphorus"
"2235666","","1009","Sodium, Na"
"2227988","262.0","1009","Magnesium"
"2202851","38.0","1009","Sodium"
"9638044","0.0653","1009","Zinc"
"13337655","79.4","1009","Potassium"
"9638680","0.0368","1009","Copper"
"2235370","","1009","Iron, Fe"
"2232526","","1009","Copper, Cu"
"2236977","149.0","1009","Phosphorus"
"2269427","","1009","Phosphorus, P"
"9637956","461.0","1009","Sodium"
"2238212","","1009","Potassium, K"
"2259960","","1009","Iron, Fe"
"2238117","","1009","Sodium, Na"
"2223814","13.0","1009","Magnesium"
"8531058","575.0","1009","Phosphorus"
"2269562","","1009","Calcium, Ca"
"2220262","0.0935","1009","Copper"
"2244667","","1009","Zinc, Zn"
"2272604","","1009","Sodium, Na"
"2246690","","1009","Manganese, Mn"
"2232881","0.0292","1009","Copper"
"8523796","470.0","1009","Calcium"
"2245066","","1009","Zinc, Zn"
"9636172","109.0","1009","Phosphorus"
"8525222","220.0","1009","Potassium"
"2270029","","1009","Phosphorus, P"
"8517094","18.8","1009","Magnesium"
"2228978","1.44","1009","Zinc"
"2264678","11.7","1009","Calcium"
"2247874","","1009","Magnesium, Mg"
"2233890","","1009","Sodium, Na"
"2235602","","1009","Manganese, Mn"
"2238088","","1009","Zinc, Zn"
"8518611","26.3","1009","Magnesium"
"2259250","","1009","Potassium, K"
"2264184","","1009","Magnesium, Mg"
"2234096","","1009","Phosphorus, P"
"2233888","","1009","Phosphorus, P"
"8531050","40.5","1009","Magnesium"
"2252952","","1009","Phosphorus, P"
"2260934","","1009","Zinc, Zn"
"2237476","1.24","1009","Iron"
"2222920","0.00497","1009","Copper"
"2272881","","1009","Copper, Cu"
"2263693","0.757","1009","Manganese"
"2203932","0.00499","1009","Copper"
"2264491","10.4","1009","Magnesium"
"2266065","","1009","Magnesium, Mg"
"9636356","0.907","1009","Iron"
"2249559","","1009","Copper, Cu"
"2254163","","1009","Zinc, Zn"
"9636068","110.0","1009","Phosphorus"
"2234025","","1009","Calcium, Ca"
"2235651","","1009","Copper, Cu"
"8518277","1.88","1009","Zinc"
"2249209","","1009","Sodium, Na"
"2264797","15.0","1009","Phosphorus"
"2266458","","1009","Manganese, Mn"
"9637530","0.0241","1009","Copper"
"8531341","0.0201","1009","Manganese"
"2264590","96.3","1009","Sodium"
"2226129","0.362","1009","Zinc"
"2254111","","1009","Zinc, Zn"
"9635957","15.4","1009","Phosphorus"
"2231195","8.31","1009","Calcium"
"2241086","","1009","Potassium, K"
"8518465","2.83","1009","Zinc"
"2232789","0.039","1009","Manganese"
"2269905","","1009","Magnesium, Mg"
"13336641","1.2","1009","Sodium"
"8534592","1400.0","1009","Sodium"
"2232540","","1009","Iron, Fe"
"9636977","119.0","1009","Potassium"
"2221838","0.00249","1009","Manganese"
"2230435","14.4","1009","Magnesium"
"8534008","357.0","1009","Phosphorus"
"2265408","","1009","Magnesium, Mg"
"8525218","0.0859","1009","Manganese"
"2232332","","1009","Iron, Fe"
"2253415","","1009","Iron, Fe"
"2234906","","1009","Sodium, Na"
"2224661","180.0","1009","Potassium"
"2238135","","1009","Sodium, Na"
"2251025","","1009","Magnesium, Mg"
"2233001","733.0","1009","Sodium"
"2266475","","1009","Zinc, Zn"
"2242562","","1009","Calcium, Ca"
"2253418","","1009","Potassium, K"
"2232793","0.125","1009","Zinc"
"2260336","","1009","Potassium, K"
"8533335","3.35","1009","Zinc"
"8518687","0.0212","1009","Manganese"
"2266040","","1009","Manganese, Mn"
"2228346","94.5","1009","Sodium"
"8519575","0.0294","1009","Manganese"
"2235585","","1009","Phosphorus, P"
"13335968","307.0","1009","Calcium"
"2220415","0.168","1009","Manganese"
"2265049","","1009","Iron, Fe"
"2224012","126.0","1009","Calcium"
"2270792","","1009","Copper, Cu"
"2268317","","1009","Magnesium, Mg"
"2225878","0.0025","1009","Manganese"
"2236559","762.0","1009","Phosphorus"
"2227453","0.0561","1009","Copper"
"2250845","","1009","Potassium, K"
"8522653","2.09","1009","Zinc"
"2233514","","1009","Phosphorus, P"
"2222660","12.4","1009","Magnesium"
"2237280","772.0","1009","Sodium"
"9639064","326.0","1009","Potassium"
"8524561","15.1","1009","Magnesium"
"2232648","0.0464","1009","Manganese"
"8524598","23.3","1009","Phosphorus"
"2272959","","1009","Manganese, Mn"
"2201890","38.0","1009","Calcium"
"8522958","0.0424","1009","Copper"
"2272977","","1009","Magnesium, Mg"
"2254264","","1009","Phosphorus, P"
"2250437","","1009","Potassium, K"
"2260976","","1009","Calcium, Ca"
"13336628","0.125","1009","Zinc"
"2250555","","1009","Phosphorus, P"
"2204473","13.1","1009","Magnesium"
"2251098","","1009","Magnesium, Mg"
"2232586","","1009","Iron, Fe"
"2260419","","1009","Potassium, K"
"2222254","0.0025","1009","Manganese"
"2248541","","1009","Magnesium, Mg"
"2236917","16.0","1009","Calcium"
"2266265","","1009","Sodium, Na"
"2267756","0.0417","1009","Copper"
"8531500","4.06","1009","Zinc"
"2220493","22.6","1009","Phosphorus"
"2263983","25.1","1009","Calcium"
"2239926","","1009","Calcium, Ca"
"2230821","","1009","Copper, Cu"
"13337189","27.5","1009","Magnesium"
"8524621","0.0549","1009","Copper"
"2235397","","1009","Copper, Cu"
"2231697","","1009","Zinc, Zn"
"2232546","","1009","Zinc, Zn"
"2202101","423.0","1009","Sodium"
"2235475","","1009","Manganese, Mn"
"2248476","","1009","Calcium, Ca"
"2237413","274.0","1009","Potassium"
"2220153","0.197","1009","Zinc"
"2269564","","1009","Manganese, Mn"
"2260064","","1009","Iron, Fe"
"2235477","","1009","Potassium, K"
"2266051","","1009","Iron, Fe"
"2267550","1.68","1009","Iron"
"8532576","317.0","1009","Phosphorus"
"13336600","0.0632","1009","Copper"
"8519487","0.0266","1009","Copper"
"2230527","25.2","1009","Calcium"
"8523264","0.173","1009","Iron"
"2259365","","1009","Calcium, Ca"
"13337710","4.05","1009","Magnesium"
"13335699","3.8","1009","Sodium"
"2223675","118.0","1009","Calcium"
"2248184","","1009","Iron, Fe"
"2235854","17.3","1009","Phosphorus"
"2269430","","1009","Zinc, Zn"
"2246174","","1009","Phosphorus, P"
"13336187","253.0","1009","Potassium"
"8522731","2.31","1009","Zinc"
"8532579","3.36","1009","Zinc"
"8531270","1.32","1009","Iron"
"2220478","12.1","1009","Magnesium"
"2238035","","1009","Potassium, K"
"2247385","","1009","Phosphorus, P"
"9638433","47.6","1009","Phosphorus"
"13337649","0.0146","1009","Copper"
"2235398","","1009","Iron, Fe"
"2267133","163.0","1009","Potassium"
"2238006","","1009","Sodium, Na"
"2228856","0.099","1009","Iron"
"8530822","466.0","1009","Potassium"
"9638388","20.2","1009","Calcium"
"13335772","321.0","1009","Magnesium"
"2230624","0.385","1009","Iron"
"2228350","271.0","1009","Magnesium"
"2269013","","1009","Magnesium, Mg"
"2249435","","1009","Potassium, K"
"2269059","","1009","Manganese, Mn"
"2239705","","1009","Iron, Fe"
"9636226","17.2","1009","Calcium"
"2227566","14.5","1009","Magnesium"
"9638507","0.214","1009","Zinc"
"8531663","2.91","1009","Zinc"
"2268961","","1009","Iron, Fe"
"2242063","","1009","Sodium, Na"
"8519799","2.78","1009","Zinc"
"13338268","119.0","1009","Potassium"
"2234485","","1009","Manganese, Mn"
"2268320","","1009","Potassium, K"
"2264624","9.54","1009","Magnesium"
"2268337","","1009","Manganese, Mn"
"2261437","1320.0","1009","Sodium"
"2246875","","1009","Manganese, Mn"
"2262652","0.0504","1009","Manganese"
"2231573","","1009","Phosphorus, P"
"2220738","","1009","Magnesium, Mg"
"8531054","0.0243","1009","Manganese"
"8534951","0.139","1009","Copper"
"2245118","","1009","Calcium, Ca"
"2259861","","1009","Sodium, Na"
"2245834","","1009","Sodium, Na"
"2269062","","1009","Magnesium, Mg"
"2227460","2.25","1009","Zinc"
"13336952","307.0","1009","Potassium"
"2249145","","1009","Manganese, Mn"
"2238805","480.0","1009","Sodium"
"2259306","","1009","Magnesium, Mg"
"2237215","2.36","1009","Zinc"
"2267619","1.72","1009","Iron"
"2253908","","1009","Calcium, Ca"
"2235472","","1009","Copper, Cu"
"2249038","","1009","Sodium, Na"
"2248983","","1009","Manganese, Mn"
"2224192","0.525","1009","Zinc"
"2237988","","1009","Potassium, K"
"13336361","47.7","1009","Phosphorus"
"8524482","14.7","1009","Calcium"
"9639304","20.8","1009","Phosphorus"
"2224958","0.00497","1009","Copper"
"8525201","0.08","1009","Manganese"
"2227515","909.0","1009","Sodium"
"2249354","","1009","Sodium, Na"
"2250560","","1009","Manganese, Mn"
"2239852","","1009","Phosphorus, P"
"8533406","0.0365","1009","Manganese"
"2230551","30.5","1009","Phosphorus"
"2263002","0.365","1009","Iron"
"2222255","103.0","1009","Phosphorus"
"13335816","2.5","1009","Sodium"
"8517461","0.0545","1009","Copper"
"2230651","","1009","Calcium, Ca"
"8517835","19.8","1009","Magnesium"
"2231914","","1009","Copper, Cu"
"13337650","0.0245","1009","Zinc"
"2230893","","1009","Phosphorus, P"
"2220466","0.156","1009","Manganese"
"2252974","","1009","Iron, Fe"
"2204586","247.0","1009","Potassium"
"2263608","218.0","1009","Potassium"
"8517467","6.07","1009","Calcium"
"2260363","","1009","Iron, Fe"
"8518610","0.198","1009","Iron"
"2260376","","1009","Iron, Fe"
"9636947","35.0","1009","Magnesium"
"2269575","","1009","Manganese, Mn"
"2250435","","1009","Magnesium, Mg"
"2235671","","1009","Magnesium, Mg"
"8520176","0.0305","1009","Manganese"
"2202276","74.4","1009","Magnesium"
"2204529","0.153","1009","Manganese"
"9638489","0.994","1009","Sodium"
"8520027","0.0329","1009","Copper"
"2241306","","1009","Manganese, Mn"
"2230932","","1009","Magnesium, Mg"
"2247042","","1009","Magnesium, Mg"
"2267967","134.0","1009","Phosphorus"
"13336207","2.46","1009","Sodium"
"8517468","794.0","1009","Potassium"
"8518615","1780.0","1009","Sodium"
"8519258","0.0416","1009","Manganese"
"2253429","","1009","Potassium, K"
"2232298","","1009","Calcium, Ca"
"2253927","","1009","Iron, Fe"
"8533861","17.8","1009","Calcium"
"2264606","0.0718","1009","Manganese"
"13335808","357.0","1009","Calcium"
"2249212","","1009","Copper, Cu"
"2241338","","1009","Potassium, K"
"2220481","91.2","1009","Potassium"
"2243786","","1009","Phosphorus, P"
"2229266","152.0","1009","Phosphorus"
"2268823","","1009","Calcium, Ca"
"2230420","692.0","1009","Sodium"
"2266462","","1009","Zinc, Zn"
"2220387","0.165","1009","Zinc"
"2267625","0.547","1009","Zinc"
"9636718","0.249","1009","Iron"
"2253699","","1009","Manganese, Mn"
"2243788","","1009","Sodium, Na"
"2250413","","1009","Calcium, Ca"
"2244808","","1009","Manganese, Mn"
"13338353","1.03","1009","Sodium"
"2238731","21.2","1009","Magnesium"
"8522805","0.296","1009","Iron"
"8532573","454.0","1009","Potassium"
"8522411","0.139","1009","Iron"
"13336561","0.0771","1009","Manganese"
"2241117","","1009","Phosphorus, P"
"2202188","1.87","1009","Iron"
"9638125","1.58","1009","Magnesium"
"13336128","3.86","1009","Zinc"
"2272734","","1009","Zinc, Zn"
"2268358","","1009","Potassium, K"
"2230546","23.8","1009","Calcium"
"9636638","126.0","1009","Phosphorus"
"2220286","0.0988","1009","Copper"
"2264343","","1009","Iron, Fe"
"2229261","208.0","1009","Calcium"
"8519489","20.5","1009","Magnesium"
"2259868","","1009","Sodium, Na"
"2226942","0.0507","1009","Copper"
"9638041","22.7","1009","Phosphorus"
"9635827","0.00498","1009","Copper"
"2254028","","1009","Calcium, Ca"
"2246630","","1009","Potassium, K"
"8531338","12.9","1009","Calcium"
"2238033","","1009","Magnesium, Mg"
"8522335","0.019","1009","Manganese"
"8517838","733.0","1009","Potassium"
"2235590","","1009","Copper, Cu"
"2265782","","1009","Potassium, K"
"2239092","3.04","1009","Zinc"
"13336441","114.0","1009","Phosphorus"
"2266743","","1009","Copper, Cu"
"2262145","","1009","Sodium, Na"
"2202189","0.319","1009","Copper"
"2232770","0.0425","1009","Manganese"
"8534448","333.0","1009","Phosphorus"
"2232585","","1009","Copper, Cu"
"2262871","0.055","1009","Manganese"
"13337661","0.1","1009","Iron"
"2251041","","1009","Zinc, Zn"
"2247641","","1009","Calcium, Ca"
"2230476","242.0","1009","Potassium"
"2260862","","1009","Sodium, Na"
"9636616","0.677","1009","Manganese"
"2235692","","1009","Potassium, K"
"8532959","2210.0","1009","Sodium"
"2239566","","1009","Sodium, Na"
"2203065","0.00268","1009","Manganese"
"9636166","25.1","1009","Calcium"
"2252291","","1009","Magnesium, Mg"
"2234824","","1009","Sodium, Na"
"2231846","","1009","Phosphorus, P"
"2234023","","1009","Magnesium, Mg"
"9636979","0.457","1009","Zinc"
"9636653","0.196","1009","Copper"
"2234830","","1009","Magnesium, Mg"
"2231580","","1009","Calcium, Ca"
"2266383","","1009","Potassium, K"
"13337933","0.098","1009","Iron"
"2231568","","1009","Copper, Cu"
"8525282","0.0691","1009","Manganese"
"2272596","","1009","Iron, Fe"
"2220062","9.8","1009","Magnesium"
"2269712","","1009","Sodium, Na"
"9636449","329.0","1009","Potassium"
"2254566","","1009","Iron, Fe"
"8520251","3.16","1009","Zinc"
"2264368","","1009","Zinc, Zn"
"13337914","0.0965","1009","Iron"
"2266055","","1009","Potassium, K"
"2235583","","1009","Magnesium, Mg"
"2267551","22.5","1009","Magnesium"
"13337708","0.0334","1009","Manganese"
"13337478","0.0212","1009","Zinc"
"2246041","","1009","Manganese, Mn"
"2268957","","1009","Calcium, Ca"
"2231200","124.0","1009","Phosphorus"
"2265153","","1009","Calcium, Ca"
"2269576","","1009","Phosphorus, P"
"2266550","","1009","Manganese, Mn"
"9636493","3.11","1009","Zinc"
"2270192","","1009","Phosphorus, P"
"2260508","","1009","Calcium, Ca"
"2250607","","1009","Iron, Fe"
"2245976","","1009","Calcium, Ca"
"8534087","1.2","1009","Iron"
"2266053","","1009","Manganese, Mn"
"2201877","1.18","1009","Manganese"
"2253186","","1009","Potassium, K"
"13337322","0.394","1009","Iron"
"2260858","","1009","Magnesium, Mg"
"2250237","","1009","Calcium, Ca"
"9639301","0.4","1009","Iron"
"2235667","","1009","Zinc, Zn"
"2230694","","1009","Iron, Fe"
"2232525","","1009","Calcium, Ca"
"2236031","0.0763","1009","Iron"
"8524676","0.138","1009","Zinc"
"2243782","","1009","Copper, Cu"
"2266467","","1009","Calcium, Ca"
"2233814","","1009","Iron, Fe"
"2224657","0.0499","1009","Iron"
"2234091","","1009","Magnesium, Mg"
"2235420","","1009","Phosphorus, P"
"8519262","2.32","1009","Zinc"
"8525265","878.0","1009","Sodium"
"2264400","","1009","Zinc, Zn"
"2246805","","1009","Calcium, Ca"
"13338252","95.8","1009","Potassium"
"2203371","0.00499","1009","Copper"
"2260519","","1009","Iron, Fe"
"2239788","","1009","Phosphorus, P"
"2249996","","1009","Magnesium, Mg"
"2222664","37.8","1009","Sodium"
"2239321","","1009","Potassium, K"
"2230516","0.18","1009","Zinc"
"2262507","7.76","1009","Phosphorus"
"13336378","17.4","1009","Magnesium"
"8524740","0.319","1009","Iron"
"2259817","","1009","Iron, Fe"
"8525343","893.0","1009","Sodium"
"13338059","5.92","1009","Calcium"
"9636725","1.09","1009","Zinc"
"2260504","","1009","Manganese, Mn"
"2227182","8.81","1009","Magnesium"
"2220587","","1009","Phosphorus, P"
"2264567","9.98","1009","Magnesium"
"2269694","","1009","Zinc, Zn"
"2220959","","1009","Manganese, Mn"
"2266470","","1009","Magnesium, Mg"
"13336305","135.0","1009","Potassium"
"2253454","","1009","Potassium, K"
"9638632","13.8","1009","Calcium"
"2242558","","1009","Sodium, Na"
"2254033","","1009","Manganese, Mn"
"2238153","","1009","Iron, Fe"
"9636575","39.9","1009","Magnesium"
"9636153","134.0","1009","Potassium"
"8532578","1.41","1009","Iron"
"2241304","","1009","Iron, Fe"
"2220204","0.06","1009","Manganese"
"2230777","","1009","Zinc, Zn"
"2264842","","1009","Sodium, Na"
"2253123","","1009","Magnesium, Mg"
"2235473","","1009","Iron, Fe"
"2248989","","1009","Potassium, K"
"13337888","8.69","1009","Phosphorus"
"2241061","","1009","Sodium, Na"
"2232960","0.0384","1009","Manganese"
"2238347","","1009","Calcium, Ca"
"2259305","","1009","Sodium, Na"
"2232518","","1009","Potassium, K"
"8534738","1930.0","1009","Sodium"
"2245350","","1009","Magnesium, Mg"
"2269666","","1009","Manganese, Mn"
"2241175","","1009","Manganese, Mn"
"2260380","","1009","Potassium, K"
"2245899","","1009","Magnesium, Mg"
"2261543","20.7","1009","Magnesium"
"2232921","6.71","1009","Magnesium"
"2262016","","1009","Calcium, Ca"
"2230828","","1009","Zinc, Zn"
"2270477","","1009","Copper, Cu"
"2268244","","1009","Sodium, Na"
"13336363","8.22","1009","Sodium"
"2239565","","1009","Potassium, K"
"2236493","79.3","1009","Calcium"
"2272628","","1009","Sodium, Na"
"2220068","99.5","1009","Calcium"
"13336481","2.46","1009","Sodium"
"8533027","12.4","1009","Calcium"
"2260927","","1009","Sodium, Na"
"9636466","143.0","1009","Magnesium"
"2223435","0.00249","1009","Manganese"
"2245781","","1009","Magnesium, Mg"
"2228073","280.0","1009","Calcium"
"2231762","","1009","Copper, Cu"
"8533865","3.89","1009","Zinc"
"2252296","","1009","Copper, Cu"
"13337692","5.8","1009","Calcium"
"2239496","","1009","Calcium, Ca"
"2272973","","1009","Calcium, Ca"
"2220147","38100.0","1009","Sodium"
"2249287","","1009","Potassium, K"
"2269426","","1009","Potassium, K"
"2232465","","1009","Sodium, Na"
"2249739","","1009","Phosphorus, P"
"2241119","","1009","Sodium, Na"
"2263590","2.17","1009","Iron"
"8534089","0.0393","1009","Manganese"
"2235596","","1009","Sodium, Na"
"9636048","73.7","1009","Phosphorus"
"2254113","","1009","Manganese, Mn"
"2251164","","1009","Copper, Cu"
"9636192","127.0","1009","Phosphorus"
"8523563","359.0","1009","Phosphorus"
"2232377","","1009","Phosphorus, P"
"2225093","0.00498","1009","Copper"
"2221839","106.0","1009","Phosphorus"
"2239013","232.0","1009","Potassium"
"2264208","","1009","Zinc, Zn"
"13337883","0.0292","1009","Copper"
"2237481","676.0","1009","Sodium"
"2261213","19.4","1009","Magnesium"
"2246941","","1009","Potassium, K"
"2245415","","1009","Magnesium, Mg"
"2252517","","1009","Phosphorus, P"
"8525205","13.1","1009","Calcium"
"8533484","1750.0","1009","Sodium"
"2272632","","1009","Phosphorus, P"
"2260999","","1009","Zinc, Zn"
"2235972","133.0","1009","Potassium"
"2263695","277.0","1009","Potassium"
"2260048","","1009","Copper, Cu"
"2230674","","1009","Magnesium, Mg"
"2222256","151.0","1009","Potassium"
"2232301","","1009","Magnesium, Mg"
"13337725","0.0199","1009","Zinc"
"2202601","0.00497","1009","Copper"
"2238017","","1009","Iron, Fe"
"2234620","","1009","Potassium, K"
"2241652","","1009","Zinc, Zn"
"13338067","0.1","1009","Iron"
"2220368","0.198","1009","Zinc"
"8518964","0.0259","1009","Copper"
"2220277","9.26","1009","Phosphorus"
"9636895","51.8","1009","Magnesium"
"2245838","","1009","Calcium, Ca"
"2237275","1.22","1009","Iron"
"2232734","118.0","1009","Potassium"
"2230912","","1009","Manganese, Mn"
"8533328","0.128","1009","Copper"
"2264232","","1009","Potassium, K"
"2238020","","1009","Potassium, K"
"8519880","0.163","1009","Iron"
"2203644","0.0498","1009","Iron"
"2234098","","1009","Sodium, Na"
"2232520","","1009","Zinc, Zn"
"13336585","0.992","1009","Sodium"
"2266272","","1009","Copper, Cu"
"2232900","13.3","1009","Phosphorus"
"9639379","0.394","1009","Iron"
"2269592","","1009","Copper, Cu"
"2247552","","1009","Potassium, K"
"9637181","29.1","1009","Potassium"
"2244959","","1009","Phosphorus, P"
"2236727","5.28","1009","Iron"
"8517756","0.00853","1009","Manganese"
"2234370","","1009","Calcium, Ca"
"2228788","142.0","1009","Phosphorus"
"2220822","","1009","Manganese, Mn"
"2249153","","1009","Zinc, Zn"
"2239089","166.0","1009","Phosphorus"
"2268314","","1009","Calcium, Ca"
"2226941","7.71","1009","Calcium"
"13337439","0.0231","1009","Copper"
"2235659","","1009","Calcium, Ca"
"2232338","","1009","Zinc, Zn"
"2232956","43.7","1009","Calcium"
"8519190","2.48","1009","Zinc"
"2204046","38.7","1009","Sodium"
"2262741","0.286","1009","Iron"
"2253621","","1009","Potassium, K"
"2267554","165.0","1009","Potassium"
"2248192","","1009","Sodium, Na"
"9638414","0.173","1009","Iron"
"2220380","0.0293","1009","Copper"
"8519103","0.022","1009","Copper"
"2260868","","1009","Manganese, Mn"
"13337104","0.397","1009","Iron"
"2226755","451.0","1009","Potassium"
"2232286","","1009","Copper, Cu"
"2264532","205.0","1009","Potassium"
"2235673","","1009","Phosphorus, P"
"13338347","0.026","1009","Manganese"
"2231274","2.35","1009","Zinc"
"13336324","130.0","1009","Potassium"
"2220482","237.0","1009","Sodium"
"2231197","1.03","1009","Iron"
"2230890","","1009","Iron, Fe"
"2235683","","1009","Potassium, K"
"8534877","1.38","1009","Iron"
"2267759","0.0217","1009","Manganese"
"2203202","149.0","1009","Potassium"
"2235400","","1009","Manganese, Mn"
"8517393","6.21","1009","Calcium"
"2267485","176.0","1009","Potassium"
"2238066","","1009","Potassium, K"
"2264647","114.0","1009","Sodium"
"9636279","2.22","1009","Zinc"
"2249737","","1009","Calcium, Ca"
"2246751","","1009","Copper, Cu"
"13336562","33.1","1009","Phosphorus"
"2249558","","1009","Iron, Fe"
"2220401","14.3","1009","Magnesium"
"2230515","682.0","1009","Sodium"
"2266271","","1009","Calcium, Ca"
"2260936","","1009","Magnesium, Mg"
"8533332","460.0","1009","Phosphorus"
"2235595","","1009","Potassium, K"
"2245349","","1009","Sodium, Na"
"2269207","","1009","Zinc, Zn"
"2266860","135.0","1009","Phosphorus"
"2244842","","1009","Magnesium, Mg"
"2228976","117.0","1009","Potassium"
"8525118","12.1","1009","Calcium"
"13338105","0.0969","1009","Iron"
"2260939","","1009","Potassium, K"
"8532952","13.1","1009","Calcium"
"2232868","800.0","1009","Sodium"
"8522500","0.0197","1009","Manganese"
"2236482","785.0","1009","Potassium"
"8533933","1.34","1009","Iron"
"2272607","","1009","Potassium, K"
"2262737","0.0832","1009","Zinc"
"8525158","23.6","1009","Phosphorus"
"9636599","127.0","1009","Potassium"
"13336520","0.655","1009","Zinc"
"2227822","0.858","1009","Copper"
"2247881","","1009","Sodium, Na"
"2232311","","1009","Calcium, Ca"
"9636676","0.815","1009","Manganese"
"8532653","0.105","1009","Copper"
"2222922","12.3","1009","Magnesium"
"2266679","","1009","Magnesium, Mg"
"2267346","173.0","1009","Potassium"
"8534663","0.139","1009","Copper"
"2244809","","1009","Phosphorus, P"
"13335856","4.62","1009","Zinc"
"2259491","","1009","Iron, Fe"
"2233120","","1009","Calcium, Ca"
"9636042","18.3","1009","Calcium"
"13337869","8.31","1009","Phosphorus"
"2254269","","1009","Iron, Fe"
"8533478","0.114","1009","Copper"
"2238799","0.058","1009","Copper"
"2239088","0.015","1009","Manganese"
"2232333","","1009","Magnesium, Mg"
"2246939","","1009","Magnesium, Mg"
"2259854","","1009","Manganese, Mn"
"2267826","1.38","1009","Iron"
"2249044","","1009","Phosphorus, P"
"2225543","0.005","1009","Copper"
"2264247","","1009","Iron, Fe"
"2261861","","1009","Copper, Cu"
"2264348","","1009","Sodium, Na"
"2264393","","1009","Copper, Cu"
"2203780","12.4","1009","Magnesium"
"2246238","","1009","Iron, Fe"
"2261434","0.0148","1009","Manganese"
"2241118","","1009","Potassium, K"
"2239008","0.076","1009","Copper"
"8520332","3.14","1009","Zinc"
"2238672","166.0","1009","Phosphorus"
"2263620","88.8","1009","Phosphorus"
"2266748","","1009","Potassium, K"
"2249801","","1009","Manganese, Mn"
"9636470","346.0","1009","Potassium"
"13338209","0.0344","1009","Manganese"
"2264529","10.5","1009","Magnesium"
"13336954","0.161","1009","Zinc"
"2268302","","1009","Zinc, Zn"
"2239931","","1009","Sodium, Na"
"9638585","15.5","1009","Calcium"
"2264621","31.2","1009","Calcium"
"2237030","19.3","1009","Magnesium"
"9635990","3.1","1009","Sodium"
"2264629","0.128","1009","Zinc"
"2226756","921.0","1009","Sodium"
"2241171","","1009","Calcium, Ca"
"2202848","0.00249","1009","Manganese"
"2245780","","1009","Sodium, Na"
"2250553","","1009","Iron, Fe"
"8534737","504.0","1009","Potassium"
"2232345","","1009","Iron, Fe"
"2222924","108.0","1009","Phosphorus"
"2251024","","1009","Iron, Fe"
"8520033","122.0","1009","Potassium"
"2272808","","1009","Potassium, K"
"9636062","16.1","1009","Calcium"
"2230508","27.1","1009","Calcium"
"2232713","0.0504","1009","Manganese"
"2204047","0.438","1009","Zinc"
"8532807","10.4","1009","Calcium"
"2230572","626.0","1009","Sodium"
"2234693","","1009","Potassium, K"
"2234028","","1009","Manganese, Mn"
"2234959","","1009","Calcium, Ca"
"2264737","0.468","1009","Iron"
"2233745","","1009","Manganese, Mn"
"2260375","","1009","Zinc, Zn"
"2223434","12.2","1009","Magnesium"
"8519037","346.0","1009","Phosphorus"
"2265213","","1009","Sodium, Na"
"2235599","","1009","Copper, Cu"
"2250014","","1009","Sodium, Na"
"2233579","","1009","Potassium, K"
"8530977","38.1","1009","Magnesium"
"2264526","21.3","1009","Calcium"
"2248248","","1009","Copper, Cu"
"2241796","","1009","Sodium, Na"
"9637952","1.47","1009","Magnesium"
"2236637","537.0","1009","Sodium"
"8524581","893.0","1009","Sodium"
"2264949","","1009","Iron, Fe"
"8522577","26.7","1009","Magnesium"
"2261382","1240.0","1009","Sodium"
"2268726","","1009","Manganese, Mn"
"8531501","1.27","1009","Iron"
"2230548","0.379","1009","Iron"
"8523636","1520.0","1009","Sodium"
"2220111","40100.0","1009","Sodium"
"2253416","","1009","Copper, Cu"
"2241649","","1009","Phosphorus, P"
"2262020","","1009","Potassium, K"
"8517609","0.0577","1009","Copper"
"2242486","","1009","Sodium, Na"
